"intitule","description","dateCreation","lieuTravail.libelle","lieuTravail.latitude","lieuTravail.longitude","lieuTravail.codePostal","lieuTravail.commune","romeCode","romeLibelle","appellationlibelle","entreprise.nom","entreprise.description","entreprise.url","entreprise.entrepriseAdaptee","entreprise.logo","typeContrat","typeContratLibelle","natureContrat","experienceExige","experienceLibelle","secteurActivite","secteurActiviteLibelle"
"Data Engineer H/F","Le pôle BFA de la branche Application Services du groupe INETUM, recherche plusieurs Data Engineers afin d'intervenir auprès de clients grands comptes au sein des marchés bancaires et de l'assurance. Au sein de l'équipe Data, en tant que Data Engineer, vous participez à  la réalisation de divers projets et vos missions sont : -Apporter votre connaissance en Big Data permettant la manipulation des données -Concevoir les plateformes permettant de traiter des volumes de données importants -Mettre en place des bases de données -Préparer le pipeline de données pour que les données déployées soient sécurisées et claires afin d'être analysées et transformées. De formation ingénieure en informatique Bac + 5 informatique ou scientifique Bonne communication orale et écrite en français et niveau d'anglais professionnel Savoir- être : Bon esprit d'analyse et de synthèse, sens de l'organisation et de la qualité, force de proposition, rigueur, travail en équipe, adaptabilité. Si vous vous reconnaissez, n'hésitez pas à  postuler ! ","2022-01-06T07:03:43.000Z","93 - ST OUEN SUR SEINE"," 2.332570","48.909805",NA,"93070","M1805","Études et développement informatique","Développeur / Développeuse Big Data","Inetum","Inetum est une ESN agile, une société de services et de solutions digitales, et un groupe international qui aide les entreprises et institutions à  tirer le meilleur du digital flow. Dans un contexte de mouvement permanent, où les besoins et les usages se réinventent sans cesse, le groupe Inetum s'engage auprès de tous les acteurs pour innover, s'adapter continuellement et garder une longueur d'avance.",NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée","62","Autres activités informatiques"
"Cloud Data Engineer/  POEI - Reconversion professionnelle (H/F)","* > DESCRIPTIF DE L'OFFRE : * Vous êtes demandeur d'emploi et vivement intéressé(e) par les métiers de la Data ? Le développement de solutions permettant de traiter des volumes importants de données vous passionne ? Vous aimez découvrir de nouveaux outils, collaborer et monter en compétence sur du cloud ? Vous cherchez la bonne opportunité pour booster votre carrière ? Rejoignez DataScientest en intégrant une formation 100% financée par Pôle Emploi d'une durée de 3 mois afin d'acquérir les compétences clés qui vous donneront la possibilité de démarrer votre carrière en tant que Cloud Data Engineer, un métier en tension et en plein essor. Cette formation est certifiée par l'Ecole des Mines ParisTech, et inclut le passage de certifications éditeurs (AWS, Microsoft Azure ou encore GCP) qui garantissent votre employabilité. Après avoir suivi notre formation de Cloud Data Engineer, vous rejoindrez, en CDI , une de nos entreprises partenaires. Les compétences acquises durant cette formation vous permettront de participer à  des projets ambitieux et d'évoluer constamment sur les métiers de la Data. Les candidats retenus bénéficieront d'une formation intensive, entièrement prise en charge par le dispositif POEI (Préparation Opérationnelle à  l'Emploi Individuel) avec Pôle-Emploi. * > LE POSTE : * Vous aurez l'opportunité de travailler au sein de grandes entreprises, dans un environnement à  la pointe de la Data. Vous pourrez travailler sur des projets enrichissants et innovants partout en France, pour concevoir des solutions d'automatisation pour les équipes business, projets et techniques. En suivant nos formations, vous aurez l'opportunité de monter en compétence sur diverses technologies : * Programmation (Python, Linux & Bash) * Base de données (SQL, MongoDB, Neo4J & ElasticSearch) * Gestion des Big Data (Hadoop, Hive, Hbase & Spark) * CI / CD (Github, Git, Pytest) * Big Data Vitesse (Kafka, Spark Streaming) * Automatisation & Déploiement (Airflow, Kubernetes & Docker) * > LES + DE CETTE EXPERIENCE : * Ce parcours s'inscrit dans le dispositif de POEI (Préparation Opérationnelle à  l'Emploi Individuelle), qui vous offre plusieurs avantages : * La prise en charge de votre parcours à  100% * Une promesse d'embauche de la part d'un cabinet de conseil de renom avant le début de la formation * Une certification de l'Ecole des Mines ParisTech à  ajouter à  votre CV * Une préparation optimale au passage des certifications éditeurs : AWS, Azure ou encore GCP * Une formation intensive mais courte (3 mois) avec un poste en CDI à  clé : Cloud Data Engineer * Un salaire attractif à  la clé : 35 000â‚¬ à  55 000â‚¬ selon le profil En tant que Cloud Data Engineer certifié à  la suite de votre formation chez DataScientest, vous pourrez intégrer les équipes Data de nos entreprises partenaires. * > PROFIL RECHERCHÉ : * * Issu(e) d'une filière scientifique bac+4/5 ou d'un diplôme d'ingénieur, * Vous disposez idéalement d'une expérience significative en développement informatique, en architecture réseaux ou dans la Data, * Vous maîtrisez un langage objet type Java, Python, C++, etc. * Vous êtes inscrit(e) à  Pôle Emploi * > VOS MISSIONS APRÈS LA FORMATION : * En tant que Cloud Data Engineer, vous aurez pour missions de proposer les meilleures solutions aux entreprises en leur permettant d'optimiser leur activité, à  travers quelques missions principales : * Développement de solutions permettant de traiter des volumes importants de données, * Conception, collection et fabrication des données brutes, * Création d'outils et algorithmes pour le traitement des données, * Préparation des données pour le Data Analyst, * Sécurisation des Pipelines données pour les Data Analysts et Data Scientists, * Organisation de l'architecture du cloud N'attendez plus et obtenez une promesse d'embauche avant le début de la formation ! Envoyez-nous votre CV, nos équipes se feront un plaisir de vous contacter et de vous accompagner pour préparer vos entretiens avec nos entreprises partenaires. Type d'emploi : Temps plein, CDI Salaire  : 35  500,00â‚¬  à   55  000,00â‚¬  par an Horaires  : * Travail en journée ","2022-01-06T06:21:46.000Z","92 - Hauts de Seine",NA,NA,NA,NA,"M1502","Développement des ressources humaines","Responsable du recrutement et mobilité professionnelle",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée",NA,NA
"Data-Engineer F/H (H/F)","Vous êtes un Data-Engineer, confirmé(e) ou senior, si vous aimez les challenges et les nouvelles aventures riches en découvertes. Alors, vous avez tout ce qu'il faut pour rejoindre notre Groupe composé de codeurs passionnés. Vous serez amené(e) à  : Concevoir et mettre en œuvre des plateformes basées sur des technologies Big Data Assurer la collecte, le stockage et le traitement des données provenant de l'ensemble des systèmes d'informations Etre force de proposition pour l'amélioration continue de l'application et de l'équipe Ce poste vous permettra de : Monter en compétences sur les différents produits financiers abordés Evoluer au sein d'une équipe techniquement pointue face à  des utilisateurs exigeants Rejoindre la communauté Nexeo et notre pôle de consultants passionnés Environnement : scala, spark, hadoop, kafka, hortonworks. Vous avez une bonne culture technique de l'écosystème Oracle et du Digital. Vous êtes rigoureux(se) et autonome, possédez de bonne capacités d'analyse et êtes doté(e) d'un bon relationnel alors ce poste est fait pour vous.","2022-01-05T13:54:00.000Z","75 - PARIS 08"," 48.859000"," 2.347000","75008","75108","M1805","Études et développement informatique","Développeur / Développeuse Big Data","NEXEO NEXTEAM","Nexeo est un cabinet de consulting IT spécialisé en finance de marché. Nos consultants accompagnent les banques de financement et d'investissement, gestionnaires d'actifs et métiers titres dans l'évolution de leur système d'information. ","www.nexeo.fr","FALSE","https://entreprise.pole-emploi.fr/static/img/logos/4ae09633b3ba4eeaaf0c9a4206083020.png","CDI","Contrat à  durée indéterminée","Contrat travail","E","2 ans","62","Conseil en systèmes et logiciels informatiques"
"Data Engineer (H/F)","En lien avec le Data Architect, vous serez en charge de : - Développer les pipelines de transformation de la donnée sous Azure Data Factory depuis les sources internes ou externes et assurer leur maintenance quotidienne - Mettre en place et exécuter les règles de nettoyage, enrichissement, valorisation de la donnée - Mettre en place les moyens techniques permettant la bonne gouvernance des données (classification) et des référentiels (MDM) En lien avec l'ensemble des fonctions de l'entreprise : - Proposer des pistes d'amélioration des usages métiers - Créer ou optimiser le paramétrage de rapports dans l'outil Power BI - Développer le modèle analytique Power BI Les enjeux du poste : - Etendre les usages de la donnée de l'entreprise en la mettant à  disposition au travers du Data Lake pour les Data Analyst ou au travers du reporting Power BI pour l'ensemble de l'entreprise - Assurer la bonne communication inter applicative des acteurs internes et externes du SI L'action du Data Engineer est déterminante à  double titre : - Il fournit les outils analytiques permettant la bonne gestion de l'entreprise et la génération d'insight ayant un impact sur les choix stratégiques du groupe - Il assure le bon déroulement et maximise l'automatisation des processus métier","2022-01-05T11:32:39.000Z","92 - PUTEAUX"," 48.884331"," 2.237254","92800","92062","M1403","Études et prospectives socio-économiques","Data scientist",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté","82","Organisation de foires, salons professionnels et congrès"
"Data Engineer - DBA MySQL H/F","RESPONSABILITÉS : Vous êtes passionné(e) par les nouvelles technologies? Vous rêvez de construire des infrastructures et des services qui ont une envergure mondiale dans une société multiculturelle? Vous souhaitez progresser techniquement et bosser sur des sujets intéressants ? Vous aimez travailler dans une bonne ambiance ? Alors rejoignez-nous !   Le rôle du DBA est de concevoir, maintenir, superviser et développer l'infrastructure des bases de données pour la plateforme Transatel afin de répondre aux exigences de services pour les clients externes et les usages internes. Transatel propose ses services à  l'international pour des grands comptes ayant une haute exigence de disponibilité et d'efficacité. Cette activité permet aux DBA d'avoir des responsabilités variées et stimulantes avec de belles opportunités d'évolution. Au sein de la DTSI, rattaché(e) au Responsable Infrastructure, vous intégrez une équipe de 12 personnes dans les périmètres SysAdmins, DBA, Monitoring.   Vos principales missions : ·               Assurer le maintien en conditions optimales des bases de données (performances, disponibilité) ·               Optimiser les performances des traitements SQL effectués par les plateformes Transatel ·               Améliorer l'automatisation des tà¢ches récurrentes et des tests de supervision ·               Participer aux mises en production des composants développés et opérés par Transatel ·               Rafraichir les environnements de développement/test avec des données à  jour et désensibilisées ·               Superviser et analyser l'activité DB, Surveiller les jobs, Traiter les incidents ·               Appliquer la politique de sécurité, Gérer les utilisateurs ·               Conserver un environnement propre en assurant l'archivage des données et le nettoyage des structures de données ·               Maintenir la qualité des données maitres et données de références, en relation avec les chefs de projets ·               Apporter son expertise aux développeurs pour la conception des structures de données et le développement SQL   Signes particuliers de la plateforme : ·               Trafic en forte croissance ·               Plateforme en Dual site et hybride (Cloud Public) ·               Environ 30 instances SQL Server ·               Plus de 2TB de données pour MySQL. ·               Etc. PROFIL RECHERCHÉ :   ·               Capacité d'analyse (investigation) méthodique et sens relationnel, ·               Bonne gestion du stress, ·               Bonne gestion des priorités et respect des délais, ·               Travail collaboratif dans une direction technique avec des chefs de projets, développeurs, sysadmin, réseau et télécom, BDD, Support, ·               Capacité rédactionnelle, esprit synthétique afin de rendre compte des actions et des réalisations entreprises, ·               Capacité à  transmettre son savoir et son savoir-faire, ·               Expérience de 3 ans minimum (hors stage) en tant que DBA MySQL & NoSQL. ·               Le monde des Telecom ne vous est pas inconnu ·               Anglais technique   Votre univers technologique : ·               MySQL/MariaDB, Percona, ColumStore, Galera Cluster, ·               ElasticSearch 6.X Etc. ·               Linux Debian, Centos, Redhat ·               Bash, Python, Ansible ","2022-01-05T16:49:53.000Z","92 - PUTEAUX"," 48.884331"," 2.237254",NA,"92062","M1805","Études et développement informatique","Analyste concepteur / conceptrice informatique","Transatel","En quelques années, Transatel est devenu l'un des leaders mondiaux de la connectivité cellulaire pour l'Internet des Objets. La société consolide en parallèle sa position de premier MVNE européen (société offrant des solutions complètes aux MVNOs ou Mobile Virtual Network Operators). Transatel fait désormais partie du Groupe NTT (Nippon Telegraph and Telephone), 3ème groupe japonais et 5ème opérateur télécom mondial, avec un chiffre d'affaires de plus de 90 Mds. d'euros. La so...",NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée",NA,NA
"POEI Data Engineer Sparke (H/F)","Vous êtes demandeur d'emploi et vivement intéressé par les métiers de l'IT ? Rejoignez Inetum en intégrant une formation d'une durée de 3 mois environ afin d'acquérir les compétences clés qui vous ouvriront la possibilité de démarrer votre carrière professionnelle au sein d'un grand groupe et dans un métier en plein essor. Après une période de formation chez notre partenaire ORSYS (formation qui démarrera le 3 Janvier 2022) et une incubation sur projet pendant 1 mois (inséré dans votre parcours de formation), vous rejoindrez, en CDI, notre Business Line Application Services Ile-de-France, sur un poste de Data Engineer. Les compétences acquises durant cette formation vous permettront de participer à  des projets ambitieux au sein de nos clients grands comptes et d'évoluer constamment sur les métiers de l'IT. Les candidats retenus bénéficieront d'une formation intensive avec une spécialisation sur Sparke dans le cadre du dispositif POEI (Préparation Opérationnelle à  l'Emploi Individualisée) avec le Pôle-Emploi avec une période d'incubation sur projet incluse dans cette période de formation. Au sein de l'équipe Data, en tant que Data Engineer, vous participez à  la réalisation de divers projets et vos missions sont : Apporter votre connaissance en Big Data permettant la manipulation des données Concevoir les plateformes permettant de traiter des volumes de données importants Mettre en place des bases de données Préparer le pipeline de données pour que les données déployées soient sécurisées et claires afin d'être analysées et transformées. Vous souhaitez donner un autre tournant à  votre carrière, et cette offre vous intéresse ? Envoyez-nous votre CV et lettre de motivation.","2022-01-04T13:23:41.000Z","93 - ST OUEN SUR SEINE"," 48.911087"," 2.333341","93400","93070","M1805","Études et développement informatique","Développeur / Développeuse Big Data","INETUM",NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté","62","Conseil en systèmes et logiciels informatiques"
"MANAGER DATA ENGINEER PYTHON (H/F)","Recherche: MANAGER DATA ENGINEER PYTHON (H/F) Seyos est un cabinet de recrutement spécialisé dans les métiers de l'IT. Nous proposons aux candidats des opportunités professionnelles uniquement au sein de clients finaux : éditeurs de logiciels, startups, DSI. Notre client est un éditeur français, forts de trois levées de fonds d'un montant total de pratiquement une centaine de millions d'Euros et figurant dans la liste du Next40 comme acteur de la French Tech avec le plus de potentiel. Créé en 2008 et composé aujourd'hui de 230 salariés, leur objectif est de fournir des solutions de recrutement aux entreprises et établissements d'enseignement supérieur dans le but de recruter leurs jeunes talents et surtout de faciliter l'insertion des jeunes diplômé(e)s dans la vie active. Au coeur d'une équipe pluridisciplinaire composée de Data Scientists, Data Analysts et Data Engineers, vos missions seront : Localisation : Paris (9e) Rémunération : 70 000 à  80 000 Euros Stack technique : -... ","2022-01-03T05:05:27.000Z","75 - PARIS 01"," 48.859000"," 2.347000",NA,"75101","M1802","Expertise et support en systèmes d'information","Data manager",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Junior Java Software Engineer - Content & Data (H/F)","Tu es passionné(e) par les nouvelles technologies, orienté(e) vers l'innovation et avide de défis techniques ? Rejoins notre équipe technique pour construire ensemble la nouvelle génération de produits d'information juridique. Des équipes à  taille humaine et agiles pour rester en mouvement, évoluer et faire place à  l'innovation tout en collaborant dans un contexte professionnel international stimulant ! Daily meeting, sprint planning, POC, revue de code, démo produit rythmeront ton travail quotidien sur un produit hébergé dans le Cloud. Au sein de notre Département Technologie et Systèmes d'Information, tu rapporteras au Chef d'Equipe et rejoindras l'équipe en charge du développement des fonctionnalités d'acquisition, d'enrichissement et de publication de contenus en ligne. Dans ce cadre, tu participeras activement au développement de nos nouveaux produits à  travers les stacks backend et frontend, Java/Angular. Description de l'emploi: - Coconstruire et développer des briques techniques avec les architectes et maintenir leur évolution - àŠtre le garant de la cohérence technique et de la qualité globale du code - Garantir la qualité et la maintenabilité des développements - Assurer la qualité du projet et le respect des bonnes pratiques de développement - Lutte contre la dette technique - Surveiller la technologie dans votre domaine de responsabilité Description du profil : - Formation supérieure en informatique (Bac +5 école d'ingénieur ou université), une première expérience professionnelle réussie sur un poste similaire est fortement appréciée - Maîtrise du français et de l'anglais pour travailler sur des projets internationaux. - Doté d'un bon relationnel et d'une bonne transmission des connaissances ; - Curieux.se, passionné.e par le développement et les nouvelles technologies, impliqué.e et avide d'apprendre ; - Rigoureux.se, fort sens de l'initiative et la capacité de travailler de manière autonome ; - La notion de web sémantique sera un sérieux atout. - Idéalement, attiré par le monde juridique et/ou la gestion documentaire ! Stack technique : - Java 11 - AWS, - Recherche élastique, - Vert.X, - Micronaute, - Python - Angulaire, - Base de données graphique, - SQL/NoSQL - XML/RDF","2021-12-31T10:20:08.000Z","75 - PARIS 15"," 48.859000"," 2.347000","75015","75115","M1805","Études et développement informatique","Développeur / Développeuse informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté","58","Édition de revues et périodiques"
"Tech Lead Data Engineer F/H (H/F)","Etre Tech Lead Data Engineer F/H chez Oney, pourquoi c'est mieux ? Plus qu'un poste...une mission pour vous ! Et quelle mission ! Leader indispensable sur les technologies du Big Data, votre challenge est d'assurer la maîtrise de la donnée et d'être garant de la qualité de son utilisation (référencement, normalisation et qualification) afin d'en faciliter l'exploitation par les équipes. Voici vos principales missions : * Vous créez et gérez l'infrastructure et les outils Big Data d'Oney France en relation avec nos prestataires de services, en surveillez les performances et conseillez les modifications d'infrastructure nécessaires. * Vous travaillez sur la collecte, le stockage, le traitement et l'analyse de volumes importants de données. Vous proposez des solutions optimales (en accord avec les normes / réglementations), les maintenez et les intégrez à  l'architecture implémentée par Oney. * Vous travaillez en étroite collaboration avec l'équipe de Data Scientist (consolidez / optimisez leurs algorithmes). * Vous gérez le backlog (projets, évolution, maintenance) de la plate-forme et êtes un acteur majeur dans la définition et la mise en œuvre de la roadmap. * Vous réalisez la veille, la promotion et la formation permettant la montée en compétence des équipes IT et métier. Ce qui nous plaira le plus chez vous, c'est vous-même ! Alors bien évidemment on vous préférera ouvert, force de proposition, capable de challenger vos interlocuteurs et doté d'une vraie capacité d'analyse et de synthèse, car c'est ce qui vous permettra de mener au mieux votre mission. Dans votre bagage, on aimerait trouver une expérience d'au moins 4 ans dans l'intégration de données provenant de plusieurs sources de données (Connaissance de diverses techniques et frameworks ETL ou ELT) et dans la création de systèmes de traitement de flux en utilisant des solutions telles que Storm ou Spark-Streaming, une bonne compréhension des principes de l'informatique distribuée, des outils Big Data (type Python, Apache Spark) et de gestion du cluster du type Snowflake (ou autres bases de données NoSQL) ainsi qu'une bonne connaissance de l'écosystème Databricks dans un environnement Azure Cloud. Si vous êtes à  l'aise dans la langue de Shakespeare, ce sera un vrai plus. ","2021-12-30T06:56:11.000Z","59 - CROIX"," 3.154640","50.674068",NA,"59163","M1805","Études et développement informatique","Ingénieur(e) analyse programmation en informatique gestion","BPCE","Oney",NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée de 3 An(s)",NA,NA
"Data Engineer H/F","LE POSTE QUE NOUS VOUS PROPOSONS : Pour accompagner sa croissance, le Groupe AKKA Technologies recherche ses futures pépites ! Nous recrutons un(e) Data Engineer (H/F) pour accompagner nos clients dans leurs projets innovants. Intégré(e) aux équipes Datalab avec qui vous travaillez en collaboration, vous concevez les modèles visant à  stocker et traiter les données. Vous développez et testez les flux d'ingestion et traitement de données. Vous déployez et industrialisez les pipelines de collecte, d'ingestion et de stockage de données. Vous êtes le(la) garant(e) du bon fonctionnement des pipelines en production. Vous savez être en veille technologique permanente et êtes force de proposition. Vous maîtrisez parfaitement Hadoop, Spark, Python, Kafka et NOSQL. VOTRE PROFIL : Diplômé(e) d'une école d'Ingénieurs ou de formation équivalente de niveau bac +5, vous justifiez d'une expérience professionnelle d'au moins 3 ans sur un poste similaire. Vous êtes à  l'aise en équipe, volontaire et vous avez une appétence pour la gestion de projet technique ? Votre sens du service et de la performance ainsi que la rigueur font partie de vos qualités ? Alors rejoignez-nous ! POURQUOI NOUS REJOINDRE ? AKKA c'est : - Un groupe qui valorise avant tout ses compétences techniques - Un environnement international - La possibilité de découvrir des secteurs d'activités passionnants : Aéronautique, Ferroviaire, Automobile, Défense, Energie... - L'opportunité de travailler sur des missions à  forte valeur ajoutée de A à  Z - ...tout en étant accompagné par un leader technique sur le terrain Mais n'oubliez pas, AKKA c'est aussi : - Une équipe de business managers et recruteurs humains, réactifs ayant le goût du challenge - Une ambiance chaleureuse - L'occasion d'intégrer des clients situés dans une région où il fait bon vivre - De nombreux avantages : tickets restaurants, mutuelle, prime de vacances, comité d'entreprise ! Concernant la rémunération, nous avons des fourchettes de salaire correspondant à  vos compétences et votre expérience. Faites-nous part de vos prétentions, nous en discuterons ! Notre Politique d'embauche participe à  améliorer la représentation de la diversité au sein des effectifs du Groupe AKKA. Nos recrutements sont donc ouverts à  tous candidats à  tous les candidats dont le profil correspond aux caractéristiques et exigences du poste, en dehors de toute autre considération que les qualités et compétences professionnelles. NOTRE PROCESSUS DE RECRUTEMENT : · Un(e) chargé(e) de recrutement vous contacte pour échanger sur votre projet professionnel · Vous échangez ensuite avec un(e) manager sur les aspects techniques et les projets Rejoignez l'aventure ! N'attendez plus et postulez ! Notre Politique d'embauche participe à  améliorer la représentation de la diversité au sein des effectifs du Groupe AKKA. Nos recrutements sont donc ouverts à  tous les candidats dont le profil correspond aux caractéristiques et exigences du poste, en dehors de toute autre considération que les qualités et compétences professionnelles. ","2021-12-27T05:04:16.000Z","33 - BORDEAUX"," 2.213749","46.227638",NA,"33063","M1805","Études et développement informatique","Développeur / Développeuse Big Data",NA,"QUI SOMMES NOUS ? Et si vous rejoigniez un groupe certifié "" Top Employeur "" pour la 5ème année consécutive ? AKKA Technologies, expert reconnu de l'Ingénierie et du Conseil en Technologies, compte aujourd'hui plus de 21 000 collaborateurs dans le monde. Nos équipes accompagnent les acteurs des secteurs industriels et tertiaires dans leur processus d'innovation. Notre mission est de contribuer à  l'amélioration de leur productivité, à  travers des expertises métiers c...",NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée de 3 An(s)","62","Conseil en systèmes et logiciels informatiques"
"DATA ENGINEER - SECTEUR MARKETING - GRAND GROUPE - PLUS GRAND DATA LAKE D'EUROPE (H/F)","Notre client, acteur dans l'onboarding digital pour les services financiers recrute son futur Data Engineer.Il s'agit d'une plateforme Saas proposant des services KYC ( Know Your Customer), de gestion automatique de documents basée sur l'IA, de signature électronique, et de Business IntelligenceDes dizaines de milliers de comptes sont ouverts via la plateforme chaque jour. Le Data Engineer travaillera au sein de l'équipe Data, dont le but principal est de valoriser ce grand volume de données entrantes (dossiers, pièces justificatives, logs...). Composition de l'équipe : 4 Data Scientists, 3 Data Engineers, 2 développeurs Python, 1 architecte DataL' équipe couvre les thématiques suivantes : Vision artificielle : lecture et reconnaissance automatique de documents structurés ou non structurés (OCR), classification, analyse sémantique (NLP), approches hybride texte + image, évaluation de la qualité d'un document Business Intelligence (BI) : ETLs permettant de produire des métriques métier à  destination des autres équipes en interne, ou de nos clients Facturation : calculs de facturation pour l'ensemble des produits L'entreprise s'engage dans un travail de refonte technologique de sa plateforme. Dans ce contexte, l'équipe Data va être amenée à  prendre un rôle plus central dans la génération de données anonymisées utilisées dans le cadre d'analyses de BI. La mission principale du poste sera de participer pleinement à  cet effort, tant dans la définition des solutions retenues par l'architecte que dans leur implémentation, et ensuite dans leur évolution. Technologies de Big Data : Hadoop/Spark pressenti, développements associés, création des transformations des données, des API permettant de requêter ces données. Création et orchestration des ETL C'est un match si : - Vous avez une première expérience de Data Engineer en Python ( au moins 3 ans)- Compétences requises en Python 3 / Docker / Git*Compétences appréciées : - Technologies de big data : Hadoop, Spark.- Gestionnaire de workflow : AirFlow, Prefect.- Minio, Vault- Kafka- Outil de versionning général d'environnement (ex: poetry)- Outil de monitoring (sentry, Kibana.)- AnsibleStack technique : - Pyhton 3/Docker / Gitlab/ Ansible- Pandas / Bonobo / Prefect- MangoDB ","2021-12-25T22:11:08.000Z","75"," 48.859000"," 2.347000",NA,"75056","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer (H/F)","Le Data Engineer donne sa pleine mesure quand il maîtrise ses fondamentaux techniques, quand il connaît sur le bout des doigts les données qu'il traite et qu'il manipule et surtout quand il affirme sa volonté de comprendre les besoins et le métier pour lequel il travaille. Son/ton terrain de jeu : la distribution, l'énergie, la finance, l'industrie, la santé et les transports avec plein de cas d'usage et de nouveaux défis Data à  relever ensemble notamment la Data dans le Cloud. Ce qu'on attend de toi : Que tu aies foi dans la Data Que tu aides ton collègue Que tu sois gentil avec tes RHs Que tu t'éclates dans ta mission Que tu aimes le DataOps Et plus sérieusement : Que tu maîtrises les fondamentaux de la Data : les technologies Hadoop, Spark, les data pipelines : l'ingestion, le traitement, la valorisation et l'exposition des données Que tu souhaites t'investir sur les nouveaux paradigmes de la Data : Cloud, DaaS, SaaS, DataOps, AutoML et que tu t'engages à  nos côtés dans cette aventure Que tu aimes travailler en mode agile Que tu réalises des pipelines data, que tu exposes la donnée via des API, que tu automatises le provisioning/monitoring des environnements Data : bref le DevOps pour la Data #DataOps fait partie de tes drivers et tu en es un promoteur convaincu Que tu entretiennes cette double compétence Dev & Infra Que tu sois proche des métiers, que tu les accompagnes dans la définition de leurs besoins, leurs nouveaux produits & services : dans des ateliers, en définissant les user stories et en éprouvant au travers de POC Et coder est ta passion : tu travailles ton code, tu commit en Open Source, tu fais un peu de compétition alors rejoins nous ","2021-12-22T11:44:13.000Z","92 - LEVALLOIS PERRET"," 48.894215"," 2.286846","92300","92044","M1805","Études et développement informatique","Développeur / Développeuse Big Data",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté","71","Ingénierie, études techniques"
